property_id,status_id,style_id,type_id,property_mls_number,property_apn_number,property_tax_number,property_address,property_address2,property_city,property_county,property_state,property_state_abbrev,property_zip,property_country,property_township,property_long_desc,property_med_desc,property_short_desc,property_value,property_listing_date,property_exp_date,property_date_created,property_date_updated,property_total_campaign_cost
50134,2,0,0,09709635,NULL,NULL,"40 E Northwest Highway",NULL,"Mount Prospect",,IL,IL,60056,"United States",NULL,"Don't miss the ONLY downtown Mount Prospect condo for sale under $200,000! Not to mention move-in ready. Top floor loft living just steps from the Mount Prospect train station! A sharp, modern, 3rd floor downtown Mount Prospect condo with stunning north and east views of the 'Downtown Square' from private balcony and living room with vaulted ceilings! Modern kitchen with fantastic amount of beautiful cabinets, granite counters, matching gray back-splash, stainless steel appliances, and hardwood. Master suite has vaulted ceilings and a walk-in closet with laundry off of master. Master bath has private entrance to bedroom, yet separate entrance for entertaining!","Don't miss the ONLY downtown Mount Prospect condo for sale under $200,000! Not to mention move-in ready. Top floor loft living just steps from the Mount Prospect train station! A sharp, modern, 3rd floor downtown Mount Prospect condo with stunning north and east views of the 'Downtown Square' from private balcony and living room with vaulted ceilings! Modern kitchen with fantastic amount of beautiful cabinets, granite counters, matching gray back-splash, stainless steel appliances, and hardwood. Master suite has vaulted ceilings and a walk-in closet with laundry off of master. Master bath has private entrance to bedroom, yet separate entrance for entertaining!",NULL,199900,2017-08-02,2017-09-22,"2019-01-15 20:54:31","0000-00-00 00:00:00",0
50135,2,0,0,09357985,NULL,NULL,"3607 Othello Drive",NULL,Naperville,,IL,IL,60564,"United States",NULL,"Beautiful Brick Front Georgian in sought after Ashbury Subdivision of Naperville. Expansive 2-Story Foyer welcomes you into this Completely Remodeled Home with over $40,000 in upgrades. New Flooring on all three levels, New Furnace, A/C., & Kitchen Fan that vents to the outside.  The Huge Kitchen has a Breakfast Bar, Granite Counters, all Stainless Appliances, and a large Eating Area with a view of the Backyard & Paver Patio through the sliding doors. The kitchen opens to a 2-Story Family Room with Skylights and a Wall of Bay Windows. Built-in Shelving in the First Floor Office. The Master Bedroom has a Tray Ceiling, Walk-in Closet, Fabulous Custom Dual Head Shower, Skylight, and Heated Flooring. The Finished Basement has an Open Floor Plan, including a Full Bath and Wet Bar. Located on an Interior Lot facing East, just a few minutes walk to the Elementary School. Easy access to Highways and Metra. Naperville 204 School District, Neuqua Valley High School.   Pool & Clubhouse Community!","Beautiful Brick Front Georgian in sought after Ashbury Subdivision of Naperville. Expansive 2-Story Foyer welcomes you into this Completely Remodeled Home with over $40,000 in upgrades. New Flooring on all three levels, New Furnace, A/C., & Kitchen Fan that vents to the outside.  The Huge Kitchen has a Breakfast Bar, Granite Counters, all Stainless Appliances, and a large Eating Area with a view of the Backyard & Paver Patio through the sliding doors. The kitchen opens to a 2-Story Family Room with Skylights and a Wall of Bay Windows. Built-in Shelving in the First Floor Office. The Master Bedroom has a Tray Ceiling, Walk-in Closet, Fabulous Custom Dual Head Shower, Skylight, and Heated Flooring. The Finished Basement has an Open Floor Plan, including a Full Bath and Wet Bar. Located on an Interior Lot facing East, just a few minutes walk to the Elementary School. Easy access to Highways and Metra. Naperville 204 School District, Neuqua Valley High School.   Pool & Clubhouse Community!",NULL,488000,2016-10-03,2016-12-22,"2019-01-15 20:54:31","0000-00-00 00:00:00",0
50136,2,0,0,08974195,NULL,NULL,"2538 Hillsboro Boulevard",NULL,Aurora,,IL,IL,60503,"United States",NULL,"Dramatic 2-story Living Room, Updated Kitchen with Granite Counters, Custom Cabinets with Under Lighting, and Large Pantry. Formal Dining Area by Sliding Doors to Patio and Backyard. Huge Loft on the Second Level. Gleaming Hardwood Floors in the Bedrooms. Cathedral Ceiling in the Master Suite. Dual Sinks, Granite Counter, Separate Shower & Tub, and Walk-in Closet. 2nd Floor Laundry with Front Loading Washer & Dryer. 308 School District. Easy access to Highways and Metra.  LOFT, 2 Bedrooms, 2.5 Baths (18Ft X 10Ft LOFT COULD BE CONVERTED TO 3rd BEDROOM) ***FHA Approved***","Dramatic 2-story Living Room, Updated Kitchen with Granite Counters, Custom Cabinets with Under Lighting, and Large Pantry. Formal Dining Area by Sliding Doors to Patio and Backyard. Huge Loft on the Second Level. Gleaming Hardwood Floors in the Bedrooms. Cathedral Ceiling in the Master Suite. Dual Sinks, Granite Counter, Separate Shower & Tub, and Walk-in Closet. 2nd Floor Laundry with Front Loading Washer & Dryer. 308 School District. Easy access to Highways and Metra.  LOFT, 2 Bedrooms, 2.5 Baths (18Ft X 10Ft LOFT COULD BE CONVERTED TO 3rd BEDROOM) ***FHA Approved***",NULL,169900,2015-07-07,2015-10-15,"2019-01-15 20:54:32","0000-00-00 00:00:00",0
50137,2,0,0,09892488,NULL,NULL,"730 N Center St",NULL,Naperville,,IL,IL,60563,"United States",NULL,"What a beauty - 3 bed with possible 4th bedroom/den, 2 bath with full basement and 2 car detached garage. Talk about location - blocks from 5th avenue station makes commuting to the city for work or fun a snap. Well maintained brick cape cod style home with fenced yard and high end updates including light fixtures, granite counter tops and stainless steel appliances. Hardwood floors throughout! Conveniently located for a quick jump onto I88 or a 5 minute drive to downtown Naperville.","What a beauty - 3 bed with possible 4th bedroom/den, 2 bath with full basement and 2 car detached garage. Talk about location - blocks from 5th avenue station makes commuting to the city for work or fun a snap. Well maintained brick cape cod style home with fenced yard and high end updates including light fixtures, granite counter tops and stainless steel appliances. Hardwood floors throughout! Conveniently located for a quick jump onto I88 or a 5 minute drive to downtown Naperville.",NULL,408000,2018-03-22,2018-05-23,"2019-01-15 20:54:32","0000-00-00 00:00:00",0
50138,2,0,0,09286455,NULL,NULL,"959 ELDERBERRY Circle",NULL,Naperville,,IL,IL,60563,"United States",NULL,"A VIEW OF NATURE AND NOT YOUR NEIGHBORS IN THIS PRIVATE 2 STORY, 2 BDRM, 2 BTH END UNIT IN WOODLAND PARK ESTATES. DRAW ALL THE SHADES-A VIEW FROM EVERY ROOM ONTO 15 ACRES OF FOREST PRESERVE! LARGEST SIZE UNIT IN COMPLEX PROVIDES AMPLE SPACE TO ROAM AROUND AND ENJOY UPGRADED KITCHEN WITH EATING AREA, FAMILY ROOM WITH FIREPLACE AND EVEN A DINING AREA. MASTER BATH HAS ACCESS TO TUB AND WALK IN SHOWER, LARGE CLOSETS IN BOTH RMS. NEED TO BREATH IN THE VIEW AGAIN? TAKE A STEP ONTO OVERSIZED COVERED 2ND FLOOR PATIO OR ONTO FIRST FLOOR COVERED CONCRETE PATIO. 2 CAR GARAGE WITH ADDITIONAL PARKING SPACES, NEWER WINDOWS THROUGHOUT AND LAUNDRY IN UNIT! WALK TO NATURE PATHS, TRAIN, DOWNTOWN NAPERVILLE AND SCHOOLS. IT'S EASY TO FIND A CONDO, BUT IT'S RARE THAT SUCH A FIND IS AS IMMACULATE, SPACIOUS AND SERENE AS THIS.","A VIEW OF NATURE AND NOT YOUR NEIGHBORS IN THIS PRIVATE 2 STORY, 2 BDRM, 2 BTH END UNIT IN WOODLAND PARK ESTATES. DRAW ALL THE SHADES-A VIEW FROM EVERY ROOM ONTO 15 ACRES OF FOREST PRESERVE! LARGEST SIZE UNIT IN COMPLEX PROVIDES AMPLE SPACE TO ROAM AROUND AND ENJOY UPGRADED KITCHEN WITH EATING AREA, FAMILY ROOM WITH FIREPLACE AND EVEN A DINING AREA. MASTER BATH HAS ACCESS TO TUB AND WALK IN SHOWER, LARGE CLOSETS IN BOTH RMS. NEED TO BREATH IN THE VIEW AGAIN? TAKE A STEP ONTO OVERSIZED COVERED 2ND FLOOR PATIO OR ONTO FIRST FLOOR COVERED CONCRETE PATIO. 2 CAR GARAGE WITH ADDITIONAL PARKING SPACES, NEWER WINDOWS THROUGHOUT AND LAUNDRY IN UNIT! WALK TO NATURE PATHS, TRAIN, DOWNTOWN NAPERVILLE AND SCHOOLS. IT'S EASY TO FIND A CONDO, BUT IT'S RARE THAT SUCH A FIND IS AS IMMACULATE, SPACIOUS AND SERENE AS THIS.",NULL,239900,2016-07-14,2016-08-04,"2019-01-15 20:54:32","0000-00-00 00:00:00",0
50139,2,0,0,08906469,NULL,NULL,"16W350 Hillside Lane",NULL,"Burr Ridge",,IL,IL,60527,"United States",NULL,"Stunning, newer, all-brick home on an amazing, park-like lot! Spacious rooms, open floor plan, lots of natural light, skylights & vaulted ceilings. Hardwd. flrs throughout. Gorgeous kitchen w/ island, s.s. appl. & granite counters. 2-story living room w/ a full-height brick fireplace & wall of windows. 1st fl. office/5th bedroom. Luxurious master bathroom. 2nd fl. laundry room. 9' ceiling in basement. 3-car garage!","Stunning, newer, all-brick home on an amazing, park-like lot! Spacious rooms, open floor plan, lots of natural light, skylights & vaulted ceilings. Hardwd. flrs throughout. Gorgeous kitchen w/ island, s.s. appl. & granite counters. 2-story living room w/ a full-height brick fireplace & wall of windows. 1st fl. office/5th bedroom. Luxurious master bathroom. 2nd fl. laundry room. 9' ceiling in basement. 3-car garage!",NULL,569900,2015-04-29,2015-08-20,"2019-01-15 20:54:32","0000-00-00 00:00:00",0
50140,2,0,0,10043221,NULL,NULL,"1620 E Bailey Rd",NULL,Naperville,,IL,IL,60565,"United States",NULL,"Wow! Charming home features coffered ceilings, crown molding, and Hardwood Flooring throughout.  Updated Kitchen features: Updated Cabinets, Corian Counters, SS Appliances, Recessed Lighting, and Hardwood Floors.   This home has been meticulously maintained - Furnace, A/C, Roof, Windows were all updated in the last 10 years.  More recent updates include:  Hardwood flooring, Bathrooms, Carpet (2018), Siding (2014).  Not only is this home awesome on the inside but the backyard is equally as impressive.  The private backyard is straight out of a storybook and only adds to the overall charm of the home.","Wow! Charming home features coffered ceilings, crown molding, and Hardwood Flooring throughout.  Updated Kitchen features: Updated Cabinets, Corian Counters, SS Appliances, Recessed Lighting, and Hardwood Floors.   This home has been meticulously maintained - Furnace, A/C, Roof, Windows were all updated in the last 10 years.  More recent updates include:  Hardwood flooring, Bathrooms, Carpet (2018), Siding (2014).  Not only is this home awesome on the inside but the backyard is equally as impressive.  The private backyard is straight out of a storybook and only adds to the overall charm of the home.",NULL,394900,2018-08-09,2018-10-15,"2019-01-15 20:54:32","0000-00-00 00:00:00",0
50141,2,0,0,10080966,NULL,NULL,"2390 Carrboro Ct",NULL,Naperville,,IL,IL,60565,"United States",NULL,"Meticulously maintained with over 2800sqft located on a quiet cul-de-sac. The open kitchen features granite counters, center island & stainless steel appliances. Has formal dining room -perfect for entertaining! Huge bedrooms. Private master bathroom has separate soaking tub with skylights and his and hers sinks. Finished basement has another bedroom & bath and an entertainment area.  Relax on your screened porch and deck with views of the serene professional landscaped yard! Conveniently located near River Woods elementary school, the Dupage River Sports Complex, Nature Center as well as restaurants and shopping. See it before it's too late!","Meticulously maintained with over 2800sqft located on a quiet cul-de-sac. The open kitchen features granite counters, center island & stainless steel appliances. Has formal dining room -perfect for entertaining! Huge bedrooms. Private master bathroom has separate soaking tub with skylights and his and hers sinks. Finished basement has another bedroom & bath and an entertainment area.  Relax on your screened porch and deck with views of the serene professional landscaped yard! Conveniently located near River Woods elementary school, the Dupage River Sports Complex, Nature Center as well as restaurants and shopping. See it before it's too late!",NULL,499900,2018-09-12,2018-11-13,"2019-01-15 20:54:32","0000-00-00 00:00:00",0
50142,2,0,0,09509870,NULL,NULL,"9S141 Meadowlark Lane",NULL,Naperville,,IL,IL,60565,"United States",NULL,"One of a Kind Private, Breathtaking Setting!! Long, treed lined driveway leads to scenic grounds. 2.5 acres of beautiful landscaping along with outdoor volleyball, baseball and  soccer field. Outbuilding features an upstairs with full finished bathroom & 2 rooms complete with kitchenette. Great for office space, art/music studio, home schooling or craft room. Lower level features an indoor sport/recreational area. A great private property for entertaining activities and picnics. Horses allowed, potential for barn/tack room & horses with pasture & awesome adjacent trails. Backs to forest preserve. No busy traffic worries. Amazing Property!!","One of a Kind Private, Breathtaking Setting!! Long, treed lined driveway leads to scenic grounds. 2.5 acres of beautiful landscaping along with outdoor volleyball, baseball and  soccer field. Outbuilding features an upstairs with full finished bathroom & 2 rooms complete with kitchenette. Great for office space, art/music studio, home schooling or craft room. Lower level features an indoor sport/recreational area. A great private property for entertaining activities and picnics. Horses allowed, potential for barn/tack room & horses with pasture & awesome adjacent trails. Backs to forest preserve. No busy traffic worries. Amazing Property!!",NULL,600000,2017-02-21,2017-11-29,"2019-01-15 20:54:32","0000-00-00 00:00:00",0
50143,2,0,0,08531431,NULL,NULL,"5634 Elinor Avenue",NULL,"Downers Grove",,IL,IL,60516,"United States",NULL,"100 X 300 GENEROUS SIZE RESIDENTIAL LOT TO BUILD YOUR DREAM HOME. FRONTAGE OF LOT CURRENTLY HAS FIVE VERY TALL EVERGREEN CLUSTERS AND MATURE MAPLES FOR QUIET PRIVACY. TEAR DOWN HOME AND LANDSCAPE IF NECESSARY TO SITUATE YOUR HOME TO SUITE YOUR NEEDS, WHETHER IT'S FOR A GARDEN OR LARGE SPACE TO ENTERTAIN AND ENJOY NATURE. NEWER CONSTRUCTION EVOLVING ALL AROUND, DOWNERS NORTH SCHOOLS, 1/4 MILE TO I355 AND 2 MILES TO METRA AT BELMONT CROSSING.","100 X 300 GENEROUS SIZE RESIDENTIAL LOT TO BUILD YOUR DREAM HOME. FRONTAGE OF LOT CURRENTLY HAS FIVE VERY TALL EVERGREEN CLUSTERS AND MATURE MAPLES FOR QUIET PRIVACY. TEAR DOWN HOME AND LANDSCAPE IF NECESSARY TO SITUATE YOUR HOME TO SUITE YOUR NEEDS, WHETHER IT'S FOR A GARDEN OR LARGE SPACE TO ENTERTAIN AND ENJOY NATURE. NEWER CONSTRUCTION EVOLVING ALL AROUND, DOWNERS NORTH SCHOOLS, 1/4 MILE TO I355 AND 2 MILES TO METRA AT BELMONT CROSSING.",NULL,224900,2014-02-06,2017-03-08,"2019-01-15 20:54:33","0000-00-00 00:00:00",0
50144,2,0,0,09181189,NULL,NULL,"1105 N Mill Street",NULL,Naperville,,IL,IL,60563,"United States",NULL,,,NULL,149900,2016-04-01,2016-09-15,"2019-01-15 20:54:33","0000-00-00 00:00:00",0
50145,2,0,0,08905188,NULL,NULL,"5614 Katrine Avenue",NULL,"Downers Grove",,IL,IL,60516,"United States",NULL,"Opportunity is knocking! Priced to sell  lowest priced home within a 1/2 mile radius. A great-fixer-upper or tear down situated on a fantastic 100' x 300' lot (approx. 7/10 ac). Many newer homes in surrounding area in excess of $600K. A perfect setting for those looking for space, with close proximity to expressway, train, and schools. City water to home. Home sold AS-IS, month to month tenant occupied.","Opportunity is knocking! Priced to sell  lowest priced home within a 1/2 mile radius. A great-fixer-upper or tear down situated on a fantastic 100' x 300' lot (approx. 7/10 ac). Many newer homes in surrounding area in excess of $600K. A perfect setting for those looking for space, with close proximity to expressway, train, and schools. City water to home. Home sold AS-IS, month to month tenant occupied.",NULL,195000,2015-04-28,2015-08-31,"2019-01-15 20:54:33","0000-00-00 00:00:00",0
50146,2,0,0,09298882,NULL,NULL,"288 Whitfield Drive",NULL,"Sugar Grove",,IL,IL,60554,"United States",NULL,"PRIVATE end unit is pristine & serene with Wooded views throughout from both inside the home and out!  You will enjoy the large outside areas which are hard to find in townhome living. And the inside is large & LOADED with modern upgrades - entire home has hard-surface floors, all bathrooms updated with fabulous ceramic tile and modern vanities, master bath with enhanced recessed lighting, 2nd story laundry area, brand new carpet runner and paint on staircase, upgraded lighting, wall sconces and ceiling fans throughout, large utility/mudroom area with utility sink and the already oversized 2 car garage has a very super special 100 square foot storage area created above garage - standing room & shelves are included! Windsor Pointe is a highly desired, active, friendly neighborhood surrounded by walking trails and parks with shopping within walking distance as well!  And its only 2 minutes from I88 (literally 2 minutes)....This is home is seriously smoking hot - check it out!","PRIVATE end unit is pristine & serene with Wooded views throughout from both inside the home and out!  You will enjoy the large outside areas which are hard to find in townhome living. And the inside is large & LOADED with modern upgrades - entire home has hard-surface floors, all bathrooms updated with fabulous ceramic tile and modern vanities, master bath with enhanced recessed lighting, 2nd story laundry area, brand new carpet runner and paint on staircase, upgraded lighting, wall sconces and ceiling fans throughout, large utility/mudroom area with utility sink and the already oversized 2 car garage has a very super special 100 square foot storage area created above garage - standing room & shelves are included! Windsor Pointe is a highly desired, active, friendly neighborhood surrounded by walking trails and parks with shopping within walking distance as well!  And its only 2 minutes from I88 (literally 2 minutes)....This is home is seriously smoking hot - check it out!",NULL,194400,2016-07-27,2016-10-28,"2019-01-15 20:54:33","0000-00-00 00:00:00",0
50147,2,0,0,08905168,NULL,NULL,"5614 Katrine Avenue",NULL,"Downers Grove",,IL,IL,60516,"United States",NULL,"Opportunity is knocking! Priced to sell  lowest priced home within a 1/2 mile radius. A great-fixer-upper or tear down situated on a fantastic 100' x 300' lot (approx. 7/10 ac). Many newer homes in surrounding area in excess of $600K. A perfect setting for those looking for space, with close proximity to expressway, train, and schools. City water to home. Home sold AS-IS, month to month tenant occupied.","Opportunity is knocking! Priced to sell  lowest priced home within a 1/2 mile radius. A great-fixer-upper or tear down situated on a fantastic 100' x 300' lot (approx. 7/10 ac). Many newer homes in surrounding area in excess of $600K. A perfect setting for those looking for space, with close proximity to expressway, train, and schools. City water to home. Home sold AS-IS, month to month tenant occupied.",NULL,195000,2015-04-28,2015-08-31,"2019-01-15 20:54:34","0000-00-00 00:00:00",0
50148,2,0,0,08926223,NULL,NULL,"5604 Katrine Avenue",NULL,"Downers Grove",,IL,IL,60516,"United States",NULL,"Great Level site for new build, Partially Wooded 101 x 298 Lot. Easy Access to I-355 for easy commute. Shopping and Downers Grove North Schools . City Water already brought to site.  New home construction area.  Go & Walk Lot anytime.","Great Level site for new build, Partially Wooded 101 x 298 Lot. Easy Access to I-355 for easy commute. Shopping and Downers Grove North Schools . City Water already brought to site.  New home construction area.  Go & Walk Lot anytime.",NULL,230000,2015-05-18,2015-07-21,"2019-01-15 20:54:34","0000-00-00 00:00:00",0
50149,2,0,0,09080716,NULL,NULL,"2099 Primrose Lane",NULL,Naperville,,IL,IL,60565,"United States",NULL,"Sharp curb appeal and a winding,wooded entry into the 2story foyer is just the start for this Oak Creek home.Excellent flow from the family room,complete with brick fireplace,through glass French doors into the island/granite/stainless kitchen.The eating area space spills out onto the deck and landscaped yard for outdoor  entertaining.Formal dining room through French glass doors for more intimate gatherings.Skylit first floor master suite plus an additional first floor office/bedroom and adjacent full bath would work for an in-law set up.Did I mention a first floor laundry room?No stairs needed until you go up to three bedrooms and a full bath or down to the finished basement.Downstairs enjoy a large rec room,game area with wet bar,study area,exercise or #5 bedroom, a mechanical room and a concrete crawl space for mega-storage. 2.5car drywalled/painted garage also offers additional storage space.This is a very efficient floor plan.Carpet,interior&exterior paint,roof all within 5 years","Sharp curb appeal and a winding,wooded entry into the 2story foyer is just the start for this Oak Creek home.Excellent flow from the family room,complete with brick fireplace,through glass French doors into the island/granite/stainless kitchen.The eating area space spills out onto the deck and landscaped yard for outdoor  entertaining.Formal dining room through French glass doors for more intimate gatherings.Skylit first floor master suite plus an additional first floor office/bedroom and adjacent full bath would work for an in-law set up.Did I mention a first floor laundry room?No stairs needed until you go up to three bedrooms and a full bath or down to the finished basement.Downstairs enjoy a large rec room,game area with wet bar,study area,exercise or #5 bedroom, a mechanical room and a concrete crawl space for mega-storage. 2.5car drywalled/painted garage also offers additional storage space.This is a very efficient floor plan.Carpet,interior&exterior paint,roof all within 5 years",NULL,510000,2015-11-06,2016-02-02,"2019-01-15 20:54:34","0000-00-00 00:00:00",0
50150,2,0,0,08680963,NULL,NULL,"2557 Oak Ridge - Lot 114 Way",NULL,Lisle,,IL,IL,60532,"United States",NULL,"SOLD BEFORE PROCESSING.","SOLD BEFORE PROCESSING.",NULL,555495,2019-01-16,2015-03-13,"2019-01-15 20:54:34","0000-00-00 00:00:00",0
50151,2,0,0,09767573,NULL,NULL,"250 HICKORY OAKS Drive",NULL,Bolingbrook,,IL,IL,60490,"United States",NULL,"UNIQUE WARM & INVITING FLOOR PLAN ON A FABULOUS LOT IN A FAMILY FRIENDLY NEIGHBORHOOD. LARGE FOYER OPENS TO THE LIVING & DINING ROOMS. FIRST FLOOR FEATURES HARDWOOD FLOORS IN THE FOYER, KITCHEN & FAMILY ROOM. THE BEAUTIFUL KITCHEN WAS REMODELED IN 2013 AND FEATURES BRAND NEW (JUNE-2017) STAINLESS APPLIANCES, LIGHT FIXTURES, COUNTER TOPS, BACK SPLASH AND OPENS TO THE FAMILY ROOM WITH GORGEOUS BRICK FIREPLACE AND THE HEATED SUN ROOM IS SENSATIONAL. MAIN LEVEL IS AN ENTERTAINERS DREAM! 1ST FLOOR LAUNDRY/MUD ROOM AND THE WASHER & DRYER REMAIN WITH THE HOME. 2ND FLOOR FEATURES A LUXURY MASTER BEDROOM SUITE, TWO ADDITIONAL BEDROOMS AND A SPACIOUS HALL BATH. THE BASEMENT HAS A LARGE AND COZY REC ROOM ALONG WITH ADDITIONAL STORAGE SPACE. NUMEROUS OTHER UPGRADES/HOME IMPROVEMENTS INCLUDE NEW WINDOWS & SIDING IN 2012, NEW PATIO & IRRIGATION SYSTEM IN 2013 AND A NEW ROOF IN 2016. CLOSE TO SCHOOLS, PARKS, EXPRESSWAYS, SHOPPING AND ENTERTAINMENT. ENJOY!","UNIQUE WARM & INVITING FLOOR PLAN ON A FABULOUS LOT IN A FAMILY FRIENDLY NEIGHBORHOOD. LARGE FOYER OPENS TO THE LIVING & DINING ROOMS. FIRST FLOOR FEATURES HARDWOOD FLOORS IN THE FOYER, KITCHEN & FAMILY ROOM. THE BEAUTIFUL KITCHEN WAS REMODELED IN 2013 AND FEATURES BRAND NEW (JUNE-2017) STAINLESS APPLIANCES, LIGHT FIXTURES, COUNTER TOPS, BACK SPLASH AND OPENS TO THE FAMILY ROOM WITH GORGEOUS BRICK FIREPLACE AND THE HEATED SUN ROOM IS SENSATIONAL. MAIN LEVEL IS AN ENTERTAINERS DREAM! 1ST FLOOR LAUNDRY/MUD ROOM AND THE WASHER & DRYER REMAIN WITH THE HOME. 2ND FLOOR FEATURES A LUXURY MASTER BEDROOM SUITE, TWO ADDITIONAL BEDROOMS AND A SPACIOUS HALL BATH. THE BASEMENT HAS A LARGE AND COZY REC ROOM ALONG WITH ADDITIONAL STORAGE SPACE. NUMEROUS OTHER UPGRADES/HOME IMPROVEMENTS INCLUDE NEW WINDOWS & SIDING IN 2012, NEW PATIO & IRRIGATION SYSTEM IN 2013 AND A NEW ROOF IN 2016. CLOSE TO SCHOOLS, PARKS, EXPRESSWAYS, SHOPPING AND ENTERTAINMENT. ENJOY!",NULL,282900,2017-10-03,2017-12-08,"2019-01-15 20:54:34","0000-00-00 00:00:00",0
50152,2,0,0,09805207,NULL,NULL,"2052 PLEASANT RUN Court",NULL,Naperville,,IL,IL,60565,"United States",NULL,"LOOK NO FURTHER/THIS IS THE ONE YOU DO NOT WANT TO MISS/203 SCHOOLS/LARGEST MODEL IN THE SUBDIVISION/TRULY 4 BEDR00M PLUS ONE MORE BEDROOM AND OFFICE IN FINISHED BSMT/3.1 BATH/CUL-DE-SAC/HUGE 2 STY LIVING RM/COZY FAMILY ROOM WITH FIREPLACE/KITCHEN BOASTS GRANITE CT/SS SINK, NEWER FRENCH DOOR REFRIGERATOR, PULL OUT FAUCET/REFINISHED CABINET WITH NEW SS HANDLE/NEWER STORM DOOR/NEWER WATER HEATER/NEW DISHWASHER/NOTHING TO DO BUT MOVE IN/WOW,HURRY","LOOK NO FURTHER/THIS IS THE ONE YOU DO NOT WANT TO MISS/203 SCHOOLS/LARGEST MODEL IN THE SUBDIVISION/TRULY 4 BEDR00M PLUS ONE MORE BEDROOM AND OFFICE IN FINISHED BSMT/3.1 BATH/CUL-DE-SAC/HUGE 2 STY LIVING RM/COZY FAMILY ROOM WITH FIREPLACE/KITCHEN BOASTS GRANITE CT/SS SINK, NEWER FRENCH DOOR REFRIGERATOR, PULL OUT FAUCET/REFINISHED CABINET WITH NEW SS HANDLE/NEWER STORM DOOR/NEWER WATER HEATER/NEW DISHWASHER/NOTHING TO DO BUT MOVE IN/WOW,HURRY",NULL,375000,2017-11-21,2018-01-29,"2019-01-15 20:54:35","0000-00-00 00:00:00",0
50153,2,0,0,08887158,NULL,NULL,"2224 Hillsboro Court",NULL,Aurora,,IL,IL,60503,"United States",NULL,"SPECTACULAR GARFIELD MODEL WITH EXTENDED 2ND FLOOR 20x17 FAM RM-RARE MODEL! 1814 SQFT PER APPRAISER! ENTIRE INTERIOR FRESHLY PAINTED! BRAND NEW CARPET & PAD! ALL NEW STAINLESS APPLIANCES! FRESHLY REFINISHED HARDWD FLOORS LR, DR, KITCHEN! BRAND NEW 13" CERAMIC TILE IN UPSTAIRS BATHROOMS! NEW VANITY IN 2ND BATH! ALL NEW COMMODES! FIREPLACE IN LR! DR HAS SGL DOORS TO PATIO! 42" MAPLE CABS IN KIT! 2 CAR GARAGE! WARRANTY!","SPECTACULAR GARFIELD MODEL WITH EXTENDED 2ND FLOOR 20x17 FAM RM-RARE MODEL! 1814 SQFT PER APPRAISER! ENTIRE INTERIOR FRESHLY PAINTED! BRAND NEW CARPET & PAD! ALL NEW STAINLESS APPLIANCES! FRESHLY REFINISHED HARDWD FLOORS LR, DR, KITCHEN! BRAND NEW 13" CERAMIC TILE IN UPSTAIRS BATHROOMS! NEW VANITY IN 2ND BATH! ALL NEW COMMODES! FIREPLACE IN LR! DR HAS SGL DOORS TO PATIO! 42" MAPLE CABS IN KIT! 2 CAR GARAGE! WARRANTY!",NULL,159900,2015-04-10,2015-05-04,"2019-01-15 20:54:35","0000-00-00 00:00:00",0
50154,2,0,0,09338503,NULL,NULL,"5500 Hillcrest Lane",NULL,Lisle,,IL,IL,60532,"United States",NULL,"CUTE STUDIO in FOUR LAKES! Where can you find a cute condo in a nice location that offers volleyball, boating, snowboarding and swimming for a nice price, low monthly assessment and low taxes?  This fourth floor penthouse unit offers beautiful views! Newer bathroom update, storage unit and coin laundry in building. Located near Pub, Pool, Volley Ball Courts, Ski Hill. Convenient to I-355, I-88 and Shopping. Rentals OK.","CUTE STUDIO in FOUR LAKES! Where can you find a cute condo in a nice location that offers volleyball, boating, snowboarding and swimming for a nice price, low monthly assessment and low taxes?  This fourth floor penthouse unit offers beautiful views! Newer bathroom update, storage unit and coin laundry in building. Located near Pub, Pool, Volley Ball Courts, Ski Hill. Convenient to I-355, I-88 and Shopping. Rentals OK.",NULL,59875,2016-09-09,2017-01-04,"2019-01-15 20:54:35","0000-00-00 00:00:00",0
50155,2,0,0,09371177,NULL,NULL,"1904 Hastings Avenue",NULL,"Downers Grove",,IL,IL,60516,"United States",NULL,"Motivated seller: Well cared for lawn; Low association fees; 3 bay windows; hardwood flooring in living room& dining room. Corner fireplace; Formal dining room. Wide patio doors open to a spacious patio. Wide patio doors open to a spacious patio;Large garden window above the double sink. Ample storage. Master baht features dual sinks, spacious vanity, large mirrors on two walls, & a  Jacuzzi tub. Just 22 miles west of downtown Chicago, this townhouse claims easy access to Interstates 88, 355, and 55, providing easy routes to the entire Chicago area. Also nearby are numerous parks and excellent Downers Grove schools. With a fabulous location, affordable price, low assessments and taxes and wonderful features. Won't last - A MUST SEE !","Motivated seller: Well cared for lawn; Low association fees; 3 bay windows; hardwood flooring in living room& dining room. Corner fireplace; Formal dining room. Wide patio doors open to a spacious patio. Wide patio doors open to a spacious patio;Large garden window above the double sink. Ample storage. Master baht features dual sinks, spacious vanity, large mirrors on two walls, & a  Jacuzzi tub. Just 22 miles west of downtown Chicago, this townhouse claims easy access to Interstates 88, 355, and 55, providing easy routes to the entire Chicago area. Also nearby are numerous parks and excellent Downers Grove schools. With a fabulous location, affordable price, low assessments and taxes and wonderful features. Won't last - A MUST SEE !",NULL,199900,2016-10-19,2016-11-28,"2019-01-15 20:54:35","0000-00-00 00:00:00",0
